,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
11302,Justin Holiday,IND,32.0,198.12,81.64656,Washington,USA,Undrafted,Undrafted,Undrafted,72,10.5,3.6,1.7,-0.6,0.013999999999999999,0.098,0.138,0.5710000000000001,0.07,2020-21
11303,Justin Jackson,MIL,26.0,203.2,99.79024,North Carolina,USA,2017,1,15,34,7.2,2.3,1.5,-3.0,0.026000000000000002,0.1,0.195,0.516,0.136,2020-21
11304,Justin James,SAC,24.0,200.66,86.18248,Wyoming,USA,2019,2,40,36,3.9,0.8,0.6,-8.5,0.027000000000000003,0.067,0.192,0.5479999999999999,0.109,2020-21
11305,Justin Patton,HOU,24.0,210.82,109.315672,Creighton,USA,2017,1,16,13,5.4,3.8,1.1,-14.1,0.047,0.142,0.128,0.488,0.084,2020-21
11306,Justin Robinson,OKC,23.0,185.42,88.45044,Virginia Tech ,USA,2019,Undrafted,Undrafted,9,2.3,0.8,1.0,-22.0,0.011000000000000001,0.067,0.111,0.45299999999999996,0.15,2020-21
11307,Justise Winslow,MEM,25.0,198.12,100.697424,Duke,USA,2015,1,10,26,6.8,4.5,1.9,-6.1,0.032,0.187,0.212,0.395,0.14,2020-21
11308,Jusuf Nurkic,POR,26.0,210.82,131.54168,None,Bosnia and Herzegovina,2014,1,16,37,11.5,9.0,3.4,6.9,0.094,0.28300000000000003,0.217,0.5539999999999999,0.20600000000000002,2020-21
11309,Julius Randle,NYK,26.0,203.2,113.398,Kentucky,USA,2014,1,7,71,24.1,10.2,6.0,3.0,0.031,0.22699999999999998,0.285,0.5670000000000001,0.26899999999999996,2020-21
11310,Naji Marshall,NOP,23.0,200.66,99.79024,Xavier,USA,Undrafted,Undrafted,Undrafted,32,7.7,4.6,2.8,-1.5,0.02,0.182,0.16,0.508,0.165,2020-21
11311,Rudy Gobert,UTA,29.0,215.9,117.02673600000001,None,France,2013,1,27,71,14.3,13.5,1.3,15.9,0.11,0.28800000000000003,0.166,0.6829999999999999,0.059000000000000004,2020-21
11312,Nate Darling,CHA,22.0,198.12,90.7184,Delaware,Canada,Undrafted,Undrafted,Undrafted,7,1.3,0.1,0.1,-54.3,0.032,0.0,0.133,0.541,0.111,2020-21
11313,Thaddeus Young,CHI,33.0,203.2,106.59411999999999,Georgia Tech,USA,2007,1,12,68,12.1,6.2,4.3,4.1,0.105,0.154,0.21600000000000003,0.578,0.253,2020-21
11314,Thanasis Antetokounmpo,MIL,28.0,198.12,99.336648,None,Greece,2014,2,51,57,2.9,2.2,0.8,2.5,0.09300000000000001,0.113,0.147,0.523,0.113,2020-21
11315,Theo Maledon,OKC,20.0,193.04,79.3786,None,France,2020,2,34,65,10.1,3.2,3.5,-16.5,0.012,0.10099999999999999,0.188,0.489,0.19699999999999998,2020-21
11316,Theo Pinson,NYK,25.0,195.58,96.16150400000001,North Carolina,USA,Undrafted,Undrafted,Undrafted,17,0.1,0.3,0.1,-16.0,0.0,0.114,0.11800000000000001,0.111,0.063,2020-21
11317,Thomas Bryant,WAS,23.0,208.28,112.490816,Indiana,USA,2017,2,42,10,14.3,6.1,1.5,-2.1,0.063,0.163,0.163,0.7040000000000001,0.079,2020-21
11318,Thon Maker,CLE,24.0,213.36,100.243832,None,South Sudan,2016,1,10,8,3.8,2.3,0.5,-10.9,0.09300000000000001,0.11800000000000001,0.145,0.657,0.1,2020-21
11319,Tim Frazier,MEM,30.0,182.88,77.11064,Penn State,USA,Undrafted,Undrafted,Undrafted,5,1.6,1.6,3.2,7.8,0.0,0.107,0.17800000000000002,0.177,0.33299999999999996,2020-21
11320,Tim Hardaway Jr.,DAL,29.0,195.58,92.98635999999999,Michigan,USA,2013,1,24,70,16.6,3.3,1.8,2.1,0.01,0.10099999999999999,0.23,0.589,0.098,2020-21
11321,Timothe Luwawu-Cabarrot,BKN,26.0,200.66,99.79024,None,France,2016,1,24,58,6.4,2.2,1.2,-0.4,0.026000000000000002,0.092,0.165,0.493,0.08800000000000001,2020-21
11322,Tobias Harris,PHI,28.0,203.2,102.511792,Tennessee,USA,2011,1,19,62,19.5,6.8,3.5,7.2,0.032,0.17,0.237,0.597,0.175,2020-21
11323,Tomas Satoransky,CHI,29.0,200.66,95.25432,None,Czech Republic,2012,2,32,58,7.7,2.4,4.7,-0.8,0.024,0.087,0.15,0.614,0.278,2020-21
11324,Tony Bradley,OKC,23.0,208.28,112.490816,North Carolina,USA,2017,1,28,42,7.1,5.7,0.9,-1.8,0.121,0.22399999999999998,0.154,0.6779999999999999,0.077,2020-21
11325,Tony Snell,ATL,29.0,198.12,96.615096,New Mexico,USA,2013,1,20,47,5.3,2.4,1.3,2.2,0.019,0.09,0.084,0.708,0.08,2020-21
11326,Torrey Craig,PHX,30.0,200.66,100.243832,South Carolina Upstate,USA,Undrafted,Undrafted,Undrafted,50,5.5,3.9,1.0,-3.7,0.07,0.185,0.141,0.579,0.084,2020-21
11327,Trae Young,ATL,22.0,185.42,81.64656,Oklahoma,USA,2018,1,5,63,25.3,3.9,9.4,5.2,0.018000000000000002,0.094,0.32,0.589,0.426,2020-21
11328,Terry Rozier,CHA,27.0,185.42,86.18248,Louisville,USA,2015,1,16,69,20.4,4.4,4.2,-2.0,0.019,0.105,0.23800000000000002,0.575,0.193,2020-21
11329,Tre Jones,SAS,21.0,185.42,83.91452,Duke,USA,2020,2,41,37,2.5,0.6,1.1,-13.8,0.027999999999999997,0.049,0.159,0.544,0.228,2020-21
11330,Terrence Ross,ORL,30.0,198.12,93.439952,Washington,USA,2012,1,8,46,15.6,3.4,2.3,-8.8,0.01,0.10400000000000001,0.23,0.53,0.133,2020-21
11331,Terence Davis,SAC,24.0,193.04,91.171992,Mississippi,USA,Undrafted,Undrafted,Undrafted,61,8.7,2.5,1.4,-2.8,0.018000000000000002,0.125,0.213,0.555,0.122,2020-21
11332,Solomon Hill,ATL,30.0,198.12,102.511792,Arizona,USA,2013,1,23,71,4.5,3.0,1.1,1.0,0.027999999999999997,0.111,0.102,0.498,0.065,2020-21
11333,Spencer Dinwiddie,BKN,28.0,195.58,97.52228000000001,Colorado,USA,2014,2,38,3,6.7,4.3,3.0,29.8,0.0,0.151,0.154,0.536,0.17300000000000001,2020-21
11334,Stanley Johnson,TOR,25.0,198.12,109.769264,Arizona,USA,2015,1,8,61,4.4,2.5,1.5,-6.4,0.027000000000000003,0.128,0.13,0.519,0.127,2020-21
11335,Stephen Curry,GSW,33.0,190.5,83.91452,Davidson,USA,2009,1,7,63,32.0,5.5,5.8,4.6,0.013000000000000001,0.135,0.331,0.655,0.28300000000000003,2020-21
11336,Sterling Brown,HOU,26.0,195.58,99.336648,Southern Methodist,USA,2017,2,46,51,8.2,4.4,1.4,-5.4,0.028999999999999998,0.147,0.133,0.597,0.08800000000000001,2020-21
11337,Steven Adams,NOP,27.0,210.82,120.20188,Pittsburgh,New Zealand,2013,1,12,58,7.6,8.9,1.9,-0.1,0.132,0.187,0.11800000000000001,0.596,0.08800000000000001,2020-21
11338,Svi Mykhailiuk,OKC,24.0,200.66,92.98635999999999,Kansas,Ukraine,2018,2,47,66,8.5,2.5,1.7,-8.2,0.017,0.10400000000000001,0.19,0.529,0.127,2020-21
11339,T.J. Leaf,POR,24.0,208.28,100.697424,UCLA,USA,2017,1,18,7,1.7,0.7,0.1,-24.8,0.0,0.106,0.138,0.551,0.038,2020-21
11340,T.J. McConnell,IND,29.0,185.42,86.18248,Arizona,USA,2015,0,Undrafted,69,8.6,3.7,6.6,2.5,0.03,0.106,0.149,0.583,0.337,2020-21
11341,T.J. Warren,IND,27.0,203.2,99.79024,North Carolina State,USA,2014,1,14,4,15.5,3.5,1.3,2.6,0.017,0.106,0.213,0.56,0.06,2020-21
11342,Tacko Fall,BOS,25.0,226.06,141.067112,Central Florida,Senegal,Undrafted,Undrafted,Undrafted,19,2.5,2.7,0.2,6.3,0.12300000000000001,0.237,0.127,0.66,0.027999999999999997,2020-21
11343,Taj Gibson,NYK,36.0,205.74,105.23334399999999,Southern California,USA,2009,1,26,45,5.4,5.6,0.8,7.3,0.102,0.151,0.095,0.6609999999999999,0.054000000000000006,2020-21
11344,Talen Horton-Tucker,LAL,20.0,193.04,106.140528,Iowa State,USA,2019,2,46,65,9.0,2.6,2.8,1.0,0.019,0.10400000000000001,0.21,0.536,0.209,2020-21
11345,Taurean Prince,CLE,27.0,200.66,98.88305600000001,Baylor,USA,2016,1,12,41,9.5,3.5,1.9,-6.1,0.021,0.132,0.18899999999999997,0.54,0.121,2020-21
11346,Terance Mann,LAC,24.0,195.58,97.52228000000001,Florida State,USA,2019,2,48,67,7.0,3.6,1.6,2.7,0.044000000000000004,0.14,0.14400000000000002,0.603,0.114,2020-21
11347,Terrance Ferguson,PHI,23.0,198.12,86.18248,None,USA,2017,1,21,13,0.2,0.1,0.2,-17.8,0.0,0.024,0.094,0.14300000000000002,0.057,2020-21
11348,Tremont Waters,BOS,23.0,177.8,79.3786,Louisiana State,USA,2019,2,51,26,3.8,0.8,2.4,-2.0,0.021,0.062,0.204,0.541,0.38,2020-21
11349,Trent Forrest,UTA,23.0,193.04,95.25432,Florida State,USA,Undrafted,Undrafted,Undrafted,30,2.9,1.5,1.5,-7.7,0.038,0.111,0.14400000000000002,0.5539999999999999,0.205,2020-21
11350,Trevor Ariza,MIA,36.0,203.2,97.52228000000001,UCLA,USA,2004,2,43,30,9.4,4.8,1.8,2.8,0.033,0.15,0.149,0.542,0.08900000000000001,2020-21
11351,Wayne Ellington,DET,33.0,193.04,93.89354399999999,North Carolina,USA,2009,1,28,46,9.6,1.8,1.5,-4.3,0.012,0.073,0.162,0.625,0.09699999999999999,2020-21
11352,Wendell Carter Jr.,ORL,22.0,208.28,122.46983999999999,Duke,USA,2018,1,7,54,11.2,8.2,1.9,-9.0,0.091,0.21899999999999997,0.188,0.5660000000000001,0.11599999999999999,2020-21
11353,Wenyen Gabriel,NOP,24.0,205.74,92.98635999999999,Kentucky,South Sudan,Undrafted,Undrafted,Undrafted,21,3.4,2.6,0.5,0.8,0.069,0.135,0.135,0.5329999999999999,0.063,2020-21
11354,Wes Iwundu,NOP,26.0,198.12,88.45044,Kansas State,USA,2017,2,33,41,2.4,2.2,0.4,-6.6,0.025,0.13,0.10300000000000001,0.428,0.045,2020-21
11355,Wesley Matthews,LAL,34.0,193.04,99.79024,Marquette,USA,Undrafted,Undrafted,Undrafted,58,4.8,1.6,0.9,1.9,0.018000000000000002,0.064,0.111,0.517,0.065,2020-21
11356,Will Barton,DEN,30.0,198.12,82.10015200000001,Memphis,USA,2012,2,40,56,12.7,4.0,3.2,6.0,0.024,0.109,0.187,0.5379999999999999,0.135,2020-21
11357,Will Magnay,NOP,23.0,208.28,106.140528,None,Australia,Undrafted,Undrafted,Undrafted,1,0.0,0.0,0.0,-148.2,0.0,0.0,0.2,0.0,0.0,2020-21
11358,Willie Cauley-Stein,DAL,27.0,213.36,108.86208,Kentucky,USA,2015,1,6,53,5.3,4.5,0.7,9.4,0.073,0.175,0.12,0.647,0.053,2020-21
11359,Willy Hernangomez,NOP,27.0,210.82,113.398,None,Spain,2015,2,35,47,7.8,7.1,1.1,0.0,0.134,0.247,0.166,0.591,0.08199999999999999,2020-21
11360,Xavier Tillman,MEM,22.0,203.2,111.13004,Michigan State,USA,2020,2,35,59,6.6,4.3,1.3,2.9,0.065,0.163,0.142,0.605,0.096,2020-21
11361,Yogi Ferrell,LAC,28.0,182.88,80.73937600000001,Indiana,USA,Undrafted,Undrafted,Undrafted,10,5.6,1.9,2.2,-0.4,0.034,0.095,0.193,0.45899999999999996,0.22899999999999998,2020-21
11362,Yuta Watanabe,TOR,26.0,205.74,97.52228000000001,George Washington,Japan,Undrafted,Undrafted,Undrafted,50,4.4,3.2,0.8,-2.7,0.046,0.171,0.121,0.565,0.079,2020-21
11363,Zach LaVine,CHI,26.0,195.58,90.7184,UCLA,USA,2014,1,13,58,27.4,5.0,4.9,-0.8,0.018000000000000002,0.121,0.302,0.634,0.225,2020-21
11364,Zeke Nnaji,DEN,20.0,205.74,108.86208,Arizona,USA,2020,1,22,42,3.2,1.5,0.2,-10.5,0.034,0.129,0.126,0.615,0.037000000000000005,2020-21
11365,Zion Williamson,NOP,20.0,200.66,128.820128,Duke,USA,2019,1,1,61,27.0,7.2,3.7,2.1,0.081,0.131,0.287,0.649,0.188,2020-21
11366,Vlatko Cancar,DEN,24.0,203.2,107.047712,None,Slovenia,2017,2,49,41,2.1,1.2,0.3,-17.5,0.035,0.136,0.132,0.547,0.073,2020-21
11367,Vincent Poirier,PHI,27.0,213.36,106.59411999999999,None,France,Undrafted,Undrafted,Undrafted,10,0.8,1.4,0.2,-19.4,0.13,0.222,0.19399999999999998,0.273,0.08,2020-21
11368,Victor Oladipo,MIA,29.0,193.04,96.615096,Indiana,USA,2013,1,2,33,19.8,4.8,4.6,-2.3,0.01,0.13699999999999998,0.28600000000000003,0.512,0.233,2020-21
11369,Vernon Carey Jr.,CHA,20.0,205.74,122.46983999999999,Duke,USA,2020,2,32,19,2.4,1.4,0.1,-3.2,0.054000000000000006,0.174,0.17800000000000002,0.563,0.027999999999999997,2020-21
11370,Trey Burke,DAL,28.0,182.88,83.91452,Michigan,USA,2013,1,9,62,6.6,0.9,1.3,1.3,0.011000000000000001,0.047,0.193,0.544,0.129,2020-21
11371,Trey Lyles,SAS,25.0,205.74,106.140528,Kentucky,Canada,2015,1,12,23,5.0,3.7,0.6,-14.5,0.022000000000000002,0.213,0.128,0.574,0.06,2020-21
11372,Tristan Thompson,BOS,30.0,205.74,115.212368,Texas-Austin,Canada,2011,1,4,54,7.6,8.1,1.2,1.0,0.124,0.212,0.14400000000000002,0.54,0.073,2020-21
11373,Troy Brown Jr.,CHI,21.0,198.12,97.52228000000001,Oregon,USA,2018,1,15,34,4.7,3.1,0.9,3.1,0.039,0.158,0.141,0.525,0.076,2020-21
11374,Ty Jerome,OKC,23.0,195.58,88.45044,Virginia,USA,2019,1,24,33,10.7,2.8,3.6,-8.5,0.012,0.1,0.18100000000000002,0.585,0.22899999999999998,2020-21
11375,Ty-Shon Alexander,PHX,22.0,190.5,88.45044,Creighton,USA,Undrafted,Undrafted,Undrafted,15,0.6,0.7,0.4,-6.0,0.038,0.157,0.14300000000000002,0.349,0.2,2020-21
11376,Tyler Bey,DAL,23.0,200.66,97.52228000000001,Colorado,USA,2020,2,36,18,1.0,1.1,0.2,-27.0,0.09,0.177,0.14300000000000002,0.37200000000000005,0.063,2020-21
11377,Skylar Mays,ATL,23.0,193.04,92.98635999999999,Louisiana State,USA,2020,2,50,33,3.8,1.1,0.9,1.4,0.037000000000000005,0.095,0.18600000000000003,0.569,0.18,2020-21
11378,Tyler Cook,DET,23.0,203.2,115.66596000000001,Iowa,USA,Undrafted,Undrafted,Undrafted,32,4.9,3.0,0.5,-4.2,0.065,0.149,0.136,0.659,0.057,2020-21
11379,Tyler Johnson,BKN,29.0,190.5,84.368112,Fresno State,USA,Undrafted,Undrafted,Undrafted,39,5.4,2.0,1.2,3.3,0.009000000000000001,0.096,0.132,0.546,0.091,2020-21
11380,Tyrell Terry,DAL,20.0,187.96,72.57472,Stanford,USA,2020,2,31,11,1.0,0.5,0.5,0.0,0.0,0.11800000000000001,0.135,0.318,0.158,2020-21
11381,Tyrese Haliburton,SAC,21.0,195.58,83.91452,Iowa State,USA,2020,1,12,58,13.0,3.0,5.3,-5.6,0.022000000000000002,0.076,0.175,0.585,0.247,2020-21
11382,James Nunnally,NOP,30.0,200.66,92.98635999999999,California-Santa Barbara,USA,Undrafted,Undrafted,Undrafted,9,1.7,1.0,0.3,-4.8,0.033,0.149,0.129,0.54,0.094,2020-21
11383,Tyus Jones,MEM,25.0,182.88,88.904032,Duke,USA,2015,1,24,70,6.3,2.0,3.7,-2.8,0.016,0.09300000000000001,0.165,0.511,0.305,2020-21
11384,Udoka Azubuike,UTA,21.0,208.28,127.00576000000001,Kansas,Nigeria,2020,1,27,15,1.1,0.9,0.0,-54.5,0.063,0.15,0.11900000000000001,0.597,0.0,2020-21
11385,Udonis Haslem,MIA,41.0,203.2,106.59411999999999,Florida,USA,Undrafted,Undrafted,Undrafted,1,4.0,1.0,0.0,66.7,0.0,0.25,0.28600000000000003,1.0,0.0,2020-21
11386,Tyler Herro,MIA,21.0,195.58,88.45044,Kentucky,USA,2019,1,13,54,15.1,5.0,3.4,-2.9,0.015,0.14400000000000002,0.225,0.5429999999999999,0.184,2020-21
11387,Sindarius Thornwell,ORL,26.0,193.04,97.52228000000001,South Carolina,USA,2017,2,48,21,2.0,0.9,1.0,-2.0,0.013000000000000001,0.067,0.11,0.414,0.135,2020-21
11388,Shaquille Harrison,DEN,27.0,200.66,86.18248,Tulsa,USA,Undrafted,Undrafted,Undrafted,34,2.1,1.4,0.7,-10.1,0.02,0.11699999999999999,0.124,0.41600000000000004,0.109,2020-21
11389,Shake Milton,PHI,24.0,195.58,92.98635999999999,Southern Methodist,USA,2018,2,54,63,13.0,2.3,3.1,4.3,0.022000000000000002,0.076,0.239,0.5489999999999999,0.21,2020-21
11390,Otto Porter Jr.,ORL,28.0,203.2,89.811216,Georgetown,USA,2013,1,3,28,9.7,5.4,2.0,-3.0,0.044000000000000004,0.198,0.184,0.552,0.133,2020-21
11391,P.J. Tucker,MIL,36.0,195.58,111.13004,Texas-Austin,USA,2006,2,35,52,3.7,3.9,1.2,-5.5,0.035,0.113,0.07200000000000001,0.51,0.057,2020-21
11392,P.J. Washington,CHA,22.0,200.66,104.32616,Kentucky,USA,2019,1,12,64,12.9,6.5,2.5,0.6,0.045,0.163,0.191,0.5489999999999999,0.12,2020-21
11393,PJ Dozier,DEN,24.0,198.12,92.98635999999999,South Carolina,USA,Undrafted,Undrafted,Undrafted,50,7.7,3.6,1.8,9.5,0.031,0.133,0.166,0.501,0.11599999999999999,2020-21
11394,Pascal Siakam,TOR,27.0,205.74,104.32616,New Mexico State,Cameroon,2016,1,27,56,21.4,7.2,4.5,3.0,0.045,0.156,0.261,0.547,0.195,2020-21
11395,Pat Connaughton,MIL,28.0,195.58,94.800728,Notre Dame,USA,2015,2,41,69,6.8,4.8,1.2,6.9,0.039,0.152,0.113,0.578,0.064,2020-21
11396,Patrick Beverley,LAC,32.0,185.42,81.64656,Arkansas,USA,2009,2,42,37,7.5,3.2,2.1,9.0,0.037000000000000005,0.10800000000000001,0.146,0.58,0.12300000000000001,2020-21
11397,Patrick McCaw,TOR,25.0,200.66,82.10015200000001,UNLV,USA,2016,2,38,5,1.0,0.6,0.8,-33.0,0.027000000000000003,0.071,0.026000000000000002,1.078,0.19,2020-21
11398,Patrick Patterson,LAC,32.0,203.2,106.59411999999999,Kentucky,USA,2010,1,14,38,5.2,2.0,0.8,2.1,0.032,0.09300000000000001,0.135,0.5710000000000001,0.069,2020-21
11399,Patrick Williams,CHI,19.0,200.66,97.52228000000001,Florida State,USA,2020,1,4,71,9.2,4.6,1.4,-7.1,0.033,0.131,0.146,0.562,0.068,2020-21
11400,Patty Mills,SAS,32.0,185.42,81.64656,St.Mary's College of California,Australia,2009,2,55,68,10.8,1.7,2.4,1.4,0.01,0.053,0.177,0.57,0.142,2020-21
11401,Paul George,LAC,31.0,203.2,99.79024,Fresno State,USA,2010,1,10,54,23.3,6.6,5.2,11.3,0.026000000000000002,0.171,0.29600000000000004,0.598,0.239,2020-21
11402,Paul Millsap,DEN,36.0,200.66,116.573144,Louisiana Tech,USA,2006,2,47,56,9.0,4.7,1.8,4.7,0.067,0.16699999999999998,0.184,0.565,0.113,2020-21
11403,Paul Reed,PHI,22.0,205.74,95.25432,DePaul,USA,2020,2,58,26,3.4,2.3,0.5,11.2,0.147,0.172,0.20800000000000002,0.54,0.107,2020-21
11404,Paul Watson,TOR,26.0,198.12,95.25432,Fresno State,USA,Undrafted,Undrafted,Undrafted,27,4.1,1.7,0.6,-1.7,0.012,0.129,0.133,0.649,0.081,2020-21
11405,Oshae Brissett,IND,23.0,200.66,95.25432,Syracuse,Canada,Undrafted,Undrafted,Undrafted,21,10.9,5.5,0.9,6.0,0.054000000000000006,0.149,0.149,0.638,0.042,2020-21
11406,Onyeka Okongwu,ATL,20.0,203.2,106.59411999999999,Southern California,USA,2020,1,6,50,4.6,3.3,0.4,-6.3,0.1,0.172,0.141,0.655,0.047,2020-21
11407,Obi Toppin,NYK,23.0,205.74,99.79024,Dayton,USA,2020,1,8,62,4.1,2.2,0.5,2.7,0.037000000000000005,0.155,0.157,0.574,0.065,2020-21
11408,OG Anunoby,TOR,23.0,200.66,105.23334399999999,Indiana,United Kingdom,2017,1,23,43,15.9,5.5,2.2,3.3,0.037000000000000005,0.125,0.193,0.605,0.098,2020-21
11409,Nate Hinton,DAL,22.0,195.58,95.25432,Houston,USA,Undrafted,Undrafted,Undrafted,21,2.0,0.4,0.4,-28.2,0.009000000000000001,0.091,0.217,0.442,0.151,2020-21
11410,Nathan Knight,ATL,23.0,208.28,114.758776,William & Mary,USA,Undrafted,Undrafted,Undrafted,33,3.8,2.2,0.2,-4.3,0.09300000000000001,0.155,0.207,0.499,0.045,2020-21
11411,Naz Reid,MIN,21.0,205.74,119.74828799999999,Louisiana State,USA,Undrafted,Undrafted,Undrafted,70,11.2,4.6,1.0,-9.7,0.054000000000000006,0.17300000000000001,0.218,0.599,0.08800000000000001,2020-21
11412,Nemanja Bjelica,MIA,33.0,208.28,106.140528,None,Serbia,2010,2,35,37,6.5,3.4,1.9,-6.7,0.049,0.172,0.179,0.5539999999999999,0.16,2020-21
11413,Nerlens Noel,NYK,27.0,210.82,99.79024,Kentucky,USA,2013,1,6,64,5.1,6.4,0.7,0.7,0.094,0.16399999999999998,0.092,0.638,0.040999999999999995,2020-21
11414,Nick Richards,CHA,23.0,213.36,111.13004,Kentucky,Jamaica,2020,2,42,18,0.8,0.6,0.1,-10.5,0.055999999999999994,0.096,0.111,0.542,0.054000000000000006,2020-21
11415,Nickeil Alexander-Walker,NOP,22.0,198.12,92.98635999999999,Virginia Tech,Canada,2019,1,17,46,11.0,3.1,2.2,-3.3,0.012,0.127,0.228,0.522,0.155,2020-21
11416,Payton Pritchard,BOS,23.0,185.42,88.45044,Oregon,USA,2020,1,26,66,7.7,2.4,1.8,0.6,0.025,0.099,0.162,0.5820000000000001,0.136,2020-21
11417,Nico Mannion,GSW,20.0,187.96,86.18248,Arizona,Italy,2020,2,48,30,4.1,1.5,2.3,-9.4,0.016,0.107,0.18600000000000003,0.48700000000000004,0.27,2020-21
11418,Nicolas Claxton,BKN,22.0,210.82,97.52228000000001,Georgia,USA,2019,2,31,32,6.6,5.2,0.9,12.3,0.07400000000000001,0.187,0.136,0.612,0.068,2020-21
11419,Nicolo Melli,DAL,30.0,205.74,107.047712,None,Italy,Undrafted,Undrafted,Undrafted,45,3.0,2.7,1.0,1.1,0.046,0.166,0.12300000000000001,0.441,0.10800000000000001,2020-21
11420,Nikola Jokic,DEN,26.0,210.82,128.820128,None,Serbia,2014,2,41,72,26.4,10.8,8.3,7.7,0.087,0.237,0.293,0.647,0.377,2020-21
11421,Nikola Vucevic,CHI,30.0,210.82,117.93392,Southern California,Montenegro,2011,1,16,70,23.4,11.7,3.8,-7.0,0.059000000000000004,0.289,0.292,0.56,0.207,2020-21
11422,Noah Vonleh,BKN,25.0,208.28,116.573144,Indiana,USA,2014,1,9,4,0.0,0.3,0.3,-63.2,0.0,0.14300000000000002,0.217,0.0,0.14300000000000002,2020-21
11423,Norman Powell,POR,28.0,190.5,97.52228000000001,UCLA,USA,2015,2,46,69,18.6,3.1,1.9,1.8,0.018000000000000002,0.079,0.221,0.618,0.08900000000000001,2020-21
11424,Norvel Pelle,NYK,28.0,208.28,104.779752,Iona,USA,Undrafted,Undrafted,Undrafted,13,1.5,1.5,0.2,12.2,0.077,0.153,0.106,0.5670000000000001,0.032,2020-21
11425,Nicolas Batum,LAC,32.0,203.2,104.32616,None,France,2008,1,25,67,8.1,4.7,2.2,8.9,0.028999999999999998,0.14300000000000002,0.11599999999999999,0.617,0.105,2020-21
11426,Nassir Little,POR,21.0,195.58,99.79024,North Carolina,USA,2019,1,25,48,4.6,2.7,0.5,-2.2,0.046,0.14400000000000002,0.135,0.589,0.049,2020-21
11427,Precious Achiuwa,MIA,21.0,203.2,102.0582,Memphis,Nigeria,2020,1,20,61,5.0,3.4,0.5,-7.2,0.09699999999999999,0.174,0.184,0.55,0.064,2020-21
11428,Quinndary Weatherspoon,SAS,24.0,190.5,92.98635999999999,Mississippi State,USA,2019,2,49,20,2.3,0.6,0.4,-22.6,0.024,0.07,0.18,0.547,0.107,2020-21
11429,Rondae Hollis-Jefferson,POR,26.0,198.12,98.429464,Arizona,USA,2015,1,23,11,2.5,2.4,1.2,-1.1,0.08,0.14,0.105,0.539,0.16899999999999998,2020-21
11430,Royce O'Neale,UTA,28.0,193.04,102.511792,Baylor,USA,Undrafted,Undrafted,Undrafted,71,7.0,6.8,2.5,10.4,0.039,0.162,0.095,0.599,0.10300000000000001,2020-21
11431,Rudy Gay,SAS,34.0,203.2,113.398,Connecticut,USA,2006,1,8,63,11.4,4.8,1.4,4.5,0.027999999999999997,0.17600000000000002,0.23,0.532,0.1,2020-21
11432,Rui Hachimura,WAS,23.0,203.2,104.32616,Gonzaga,Japan,2019,1,9,57,13.8,5.5,1.4,-2.8,0.026000000000000002,0.139,0.18,0.5489999999999999,0.062,2020-21
11433,Russell Westbrook,WAS,32.0,190.5,90.7184,UCLA,USA,2008,1,4,65,22.2,11.5,11.7,-1.2,0.043,0.249,0.295,0.509,0.47700000000000004,2020-21
11434,Ryan Arcidiacono,CHI,27.0,190.5,88.45044,Villanova,USA,Undrafted,Undrafted,Undrafted,44,3.1,1.5,1.3,0.0,0.011000000000000001,0.135,0.128,0.541,0.17600000000000002,2020-21
11435,Saben Lee,DET,22.0,187.96,83.007336,Vanderbilt,USA,2020,2,38,48,5.6,2.0,3.6,-6.3,0.026000000000000002,0.099,0.171,0.536,0.33299999999999996,2020-21
11436,Saddiq Bey,DET,22.0,200.66,97.52228000000001,Villanova,USA,2020,1,19,70,12.2,4.5,1.4,-5.6,0.022000000000000002,0.145,0.182,0.5670000000000001,0.077,2020-21
11437,Sam Merrill,MIL,25.0,193.04,92.98635999999999,Utah State,USA,2020,2,60,30,3.0,1.0,0.7,-8.5,0.024,0.094,0.146,0.603,0.135,2020-21
11438,Sean McDermott,MEM,24.0,198.12,88.45044,Butler,USA,Undrafted,Undrafted,Undrafted,18,2.2,1.1,0.2,-17.7,0.031,0.087,0.10099999999999999,0.534,0.043,2020-21
11439,Sekou Doumbouya,DET,20.0,203.2,104.32616,None,France,2019,1,15,56,5.1,2.6,0.8,-6.9,0.045,0.11699999999999999,0.17600000000000002,0.45899999999999996,0.08,2020-21
11440,Semi Ojeleye,BOS,26.0,198.12,108.86208,Southern Methodist,USA,2017,2,37,56,4.6,2.6,0.7,-0.2,0.032,0.121,0.114,0.5529999999999999,0.054000000000000006,2020-21
11441,Serge Ibaka,LAC,31.0,208.28,106.59411999999999,None,Republic of the Congo,2008,1,24,41,11.1,6.7,1.8,7.4,0.08,0.217,0.2,0.585,0.11,2020-21
11442,Seth Curry,PHI,30.0,187.96,83.91452,Duke,USA,Undrafted,Undrafted,Undrafted,57,12.5,2.4,2.7,8.2,0.006,0.07400000000000001,0.16899999999999998,0.607,0.131,2020-21
11443,Shai Gilgeous-Alexander,OKC,22.0,198.12,81.64656,Kentucky,Canada,2018,1,11,35,23.7,4.7,5.9,-7.7,0.015,0.11900000000000001,0.28300000000000003,0.623,0.311,2020-21
